Measure,Port Name,Year of Date,Value
Pedestrians,San Luis,2004,2316812
Pedestrians,Roma,2004,255238
Pedestrians,Rio Grande City,2004,69176
Pedestrians,Progreso,2004,1409693
Pedestrians,Presidio,2004,20101
Pedestrians,Otay Mesa,2004,1519627
Pedestrians,Nogales,2004,6131407
Pedestrians,Naco,2004,91694
Pedestrians,Lukeville,2004,103094
Pedestrians,Laredo,2004,4507105
Pedestrians,Hidalgo,2004,2011500
Pedestrians,El Paso,2004,8441671
Pedestrians,Eagle Pass,2004,701241
Pedestrians,Douglas,2004,540623
Pedestrians,Del Rio,2004,99712
Pedestrians,Columbus,2004,246880
Pedestrians,Calexico East,2004,3067
Pedestrians,Calexico,2004,4847096
Pedestrians,Brownsville,2004,2905826
Pedestrians,Andrade,2004,1946347
Pedestrians,Tornillo,2003,25311
Pedestrians,Tecate,2003,444924
Pedestrians,Sasabe,2003,2048
Pedestrians,Santa Teresa,2003,16864
Pedestrians,San Ysidro,2003,8302110
Pedestrians,San Luis,2003,2625907
Pedestrians,Roma,2003,242394
Pedestrians,Rio Grande City,2003,121149
Pedestrians,Progreso,2003,1275881
Pedestrians,Presidio,2003,25187
Pedestrians,Otay Mesa,2003,1467171
Pedestrians,Nogales,2003,5583533
Pedestrians,Naco,2003,77518
Pedestrians,Lukeville,2003,89694
Pedestrians,Laredo,2003,4577725
Pedestrians,Hidalgo,2003,2138232
Pedestrians,El Paso,2003,8899168
Pedestrians,Eagle Pass,2003,698602
Pedestrians,Douglas,2003,776258
Pedestrians,Del Rio,2003,132216
Pedestrians,Columbus,2003,242448
Pedestrians,Calexico East,2003,1586
Pedestrians,Calexico,2003,6230123
Pedestrians,Brownsville,2003,2920355
Pedestrians,Andrade,2003,1747369
Pedestrians,Tornillo,2002,33723
Pedestrians,Tecate,2002,439520
Pedestrians,Sasabe,2002,2136
Pedestrians,Santa Teresa,2002,13197
Pedestrians,San Ysidro,2002,7903483
Pedestrians,San Luis,2002,2968278
Pedestrians,Roma,2002,245377
Pedestrians,Rio Grande City,2002,129752
Pedestrians,Progreso,2002,1288506
Pedestrians,Presidio,2002,34065
Pedestrians,Otay Mesa,2002,1684117
Pedestrians,Nogales,2002,5911866
Pedestrians,Naco,2002,72628
Pedestrians,Lukeville,2002,78336
Pedestrians,Laredo,2002,4648046
Pedestrians,Hidalgo,2002,1958914
Pedestrians,El Paso,2002,9301395
Pedestrians,Eagle Pass,2002,691904
Pedestrians,Douglas,2002,648989
Pedestrians,Del Rio,2002,167153
Pedestrians,Columbus,2002,250968
Pedestrians,Calexico East,2002,2398
Pedestrians,Calexico,2002,6894820
Pedestrians,Brownsville,2002,3204848
Pedestrians,Andrade,2002,1703862
Pedestrians,Tornillo,2001,32208
Pedestrians,Tecate,2001,359165
Pedestrians,Sasabe,2001,2443
Pedestrians,Santa Teresa,2001,3789
Pedestrians,San Ysidro,2001,11435946
Pedestrians,San Luis,2001,3170259
Pedestrians,Roma,2001,311458
Pedestrians,Rio Grande City,2001,88089
Pedestrians,Progreso,2001,1278671
Pedestrians,Presidio,2001,24240
Pedestrians,Otay Mesa,2001,1002971
Pedestrians,Nogales,2001,4874738
Pedestrians,Naco,2001,92554
Pedestrians,Lukeville,2001,126268
Pedestrians,Laredo,2001,5060947
Pedestrians,Hidalgo,2001,2325812
Pedestrians,El Paso,2001,7201100
Pedestrians,Eagle Pass,2001,864105
Pedestrians,Douglas,2001,728585
Pedestrians,Del Rio,2001,258102
Pedestrians,Columbus,2001,182025
Pedestrians,Calexico East,2001,2538
Pedestrians,Calexico,2001,7119785
Pedestrians,Brownsville,2001,3176131
Pedestrians,Andrade,2001,1779392
Pedestrians,Tornillo,2000,23813
Pedestrians,Tecate,2000,288156
Pedestrians,Sasabe,2000,3133
Pedestrians,Santa Teresa,2000,3642
Pedestrians,San Ysidro,2000,7542450
Pedestrians,San Luis,2000,2824562
Pedestrians,Roma,2000,494717
Pedestrians,Rio Grande City,2000,86225
Pedestrians,Progreso,2000,1193590
Pedestrians,Presidio,2000,16019
Pedestrians,Otay Mesa,2000,648756
Pedestrians,Nogales,2000,4677819
Pedestrians,Naco,2000,92617
Pedestrians,Lukeville,2000,109800
Pedestrians,Laredo,2000,5492769
Pedestrians,Hidalgo,2000,2575622
Pedestrians,El Paso,2000,5825155
Pedestrians,Eagle Pass,2000,920114
Pedestrians,Douglas,2000,682872
Pedestrians,Del Rio,2000,265252
Pedestrians,Columbus,2000,187709
Pedestrians,Calexico East,2000,2293
Pedestrians,Calexico,2000,8352324
Pedestrians,Brownsville,2000,3017533
Pedestrians,Andrade,2000,1762700
Pedestrians,Tornillo,1999,17052
Pedestrians,Tecate,1999,287496
Pedestrians,Sasabe,1999,3588
Pedestrians,Santa Teresa,1999,4113
Pedestrians,San Ysidro,1999,7558174
Pedestrians,San Luis,1999,2721603
Pedestrians,Roma,1999,479762
Pedestrians,Rio Grande City,1999,86226
Pedestrians,Progreso,1999,1368048
Pedestrians,Presidio,1999,16719
Pedestrians,Otay Mesa,1999,684047
Pedestrians,Nogales,1999,4806076
Pedestrians,Naco,1999,64698
Pedestrians,Lukeville,1999,78611
Pedestrians,Laredo,1999,6674293
Pedestrians,Hidalgo,1999,2559617
Pedestrians,El Paso,1999,5666477
Pedestrians,Eagle Pass,1999,761221
Pedestrians,Douglas,1999,704973
Pedestrians,Del Rio,1999,260486
Pedestrians,Columbus,1999,195531
Pedestrians,Calexico East,1999,15100
Pedestrians,Calexico,1999,8099253
Pedestrians,Brownsville,1999,3465915
Pedestrians,Andrade,1999,1634155
Pedestrians,Tornillo,1998,14524
Pedestrians,Tecate,1998,251228
Pedestrians,Sasabe,1998,4262
Pedestrians,Santa Teresa,1998,3169
Pedestrians,San Ysidro,1998,6909382
Pedestrians,San Luis,1998,2016280
Pedestrians,Roma,1998,469341
Pedestrians,Rio Grande City,1998,76593
Pedestrians,Progreso,1998,1207768
Pedestrians,Presidio,1998,21136
Pedestrians,Otay Mesa,1998,619158
Pedestrians,Nogales,1998,4796884
Pedestrians,Naco,1998,69353
Pedestrians,Lukeville,1998,73308
Pedestrians,Laredo,1998,5093851
Pedestrians,Hidalgo,1998,2377143
Pedestrians,El Paso,1998,5169966
Pedestrians,Eagle Pass,1998,661922
Pedestrians,Douglas,1998,641181
Pedestrians,Del Rio,1998,264456
Pedestrians,Columbus,1998,138881
Pedestrians,Calexico East,1998,28649
Pedestrians,Calexico,1998,8492078
Pedestrians,Brownsville,1998,3604032
Pedestrians,Andrade,1998,1457009
Pedestrians,Tornillo,1997,14737
Pedestrians,Tecate,1997,297237
Pedestrians,Sasabe,1997,3097
Pedestrians,Santa Teresa,1997,1157
Pedestrians,San Ysidro,1997,7046923
Pedestrians,San Luis,1997,2220799
Pedestrians,Roma,1997,443949
Pedestrians,Rio Grande City,1997,85919
Pedestrians,Progreso,1997,1164483
Pedestrians,Presidio,1997,11890
Pedestrians,Otay Mesa,1997,621517
Pedestrians,Nogales,1997,4643538
Pedestrians,Naco,1997,71839
Pedestrians,Lukeville,1997,76274
Pedestrians,Laredo,1997,5427815
Pedestrians,Hidalgo,1997,2429241
Pedestrians,El Paso,1997,4542646
Pedestrians,Eagle Pass,1997,529897
Pedestrians,Douglas,1997,599082
Pedestrians,Del Rio,1997,262717
Pedestrians,Columbus,1997,119418
Pedestrians,Calexico East,1997,42463
Pedestrians,Calexico,1997,8167540
Pedestrians,Brownsville,1997,3726740
Pedestrians,Andrade,1997,1360393
Pedestrians,Tornillo,1996,24691
Pedestrians,Tecate,1996,265631
Pedestrians,Sasabe,1996,1698
Pedestrians,Santa Teresa,1996,298
Pedestrians,San Ysidro,1996,0
Pedestrians,San Luis,1996,2385462
Pedestrians,Roma,1996,452752
Pedestrians,Rio Grande City,1996,90423
Pedestrians,Progreso,1996,1095911
Pedestrians,Presidio,1996,9075
Pedestrians,Otay Mesa,1996,583206
Pedestrians,Nogales,1996,4417030
Pedestrians,Naco,1996,67257
Pedestrians,Lukeville,1996,72085
Pedestrians,Laredo,1996,3713397
Pedestrians,Hidalgo,1996,2603443
Pedestrians,El Paso,1996,4405140
Pedestrians,Eagle Pass,1996,458729
Pedestrians,Douglas,1996,547742
Pedestrians,Del Rio,1996,270577
Pedestrians,Columbus,1996,144354
Pedestrians,Calexico East,1996,0
Pedestrians,Calexico,1996,7373815
Pedestrians,Brownsville,1996,3801203
Pedestrians,Andrade,1996,1325445
Personal Vehicle Passengers,Ysleta,2023,4029758
Personal Vehicle Passengers,Tornillo,2023,563508
Personal Vehicle Passengers,Tecate,2023,1238995
Personal Vehicle Passengers,Sasabe,2023,34783
Personal Vehicle Passengers,Santa Teresa,2023,975662
Personal Vehicle Passengers,San Ysidro,2023,17176705
Personal Vehicle Passengers,San Luis,2023,3705414
Personal Vehicle Passengers,Roma,2023,954029
Personal Vehicle Passengers,Rio Grande City,2023,570917
Personal Vehicle Passengers,Progreso,2023,1980640
Personal Vehicle Passengers,Presidio,2023,947651
Personal Vehicle Passengers,Otay Mesa,2023,6197330
Personal Vehicle Passengers,Nogales,2023,4825838
Personal Vehicle Passengers,Naco,2023,397076
Personal Vehicle Passengers,Lukeville,2023,682791
Personal Vehicle Passengers,Laredo,2023,6191868
Personal Vehicle Passengers,Hidalgo,2023,6087309
Personal Vehicle Passengers,El Paso,2023,9613679
Personal Vehicle Passengers,Eagle Pass,2023,4037797
Personal Vehicle Passengers,Douglas,2023,1970067
Personal Vehicle Passengers,Del Rio,2023,1972388
Personal Vehicle Passengers,Columbus,2023,515969
Personal Vehicle Passengers,Calexico East,2023,3367476
Personal Vehicle Passengers,Calexico,2023,5427664
Personal Vehicle Passengers,Brownsville,2023,5666475
Personal Vehicle Passengers,Andrade,2023,681709
Personal Vehicle Passengers,Ysleta,2022,5374663
Personal Vehicle Passengers,Tornillo,2022,750239
Personal Vehicle Passengers,Tecate,2022,1767737
Personal Vehicle Passengers,Sasabe,2022,51434
Personal Vehicle Passengers,Santa Teresa,2022,1333562
Personal Vehicle Passengers,San Ysidro,2022,24911438
Personal Vehicle Passengers,San Luis,2022,5504367
Personal Vehicle Passengers,Roma,2022,1312854
Personal Vehicle Passengers,Rio Grande City,2022,801440
Personal Vehicle Passengers,Progreso,2022,2696568
Personal Vehicle Passengers,Presidio,2022,1277933
Personal Vehicle Passengers,Otay Mesa,2022,9241502
Personal Vehicle Passengers,Nogales,2022,7090262
Personal Vehicle Passengers,Naco,2022,561854
Personal Vehicle Passengers,Lukeville,2022,978219
Personal Vehicle Passengers,Laredo,2022,8778931
Personal Vehicle Passengers,Hidalgo,2022,8553408
Personal Vehicle Passengers,El Paso,2022,14263350
Personal Vehicle Passengers,Eagle Pass,2022,5586822
Personal Vehicle Passengers,Douglas,2022,2792761
Personal Vehicle Passengers,Del Rio,2022,2614299
Personal Vehicle Passengers,Columbus,2022,723616
Personal Vehicle Passengers,Calexico East,2022,4504265
Personal Vehicle Passengers,Calexico,2022,7846423
Personal Vehicle Passengers,Brownsville,2022,8214263
Personal Vehicle Passengers,Boquillas,2022,56
Personal Vehicle Passengers,Andrade,2022,939402
Personal Vehicle Passengers,Ysleta,2021,4007684
Personal Vehicle Passengers,Tornillo,2021,571537
Personal Vehicle Passengers,Tecate,2021,870181
Personal Vehicle Passengers,Sasabe,2021,49561
Personal Vehicle Passengers,Santa Teresa,2021,883811
Personal Vehicle Passengers,San Ysidro,2021,21989388
Personal Vehicle Passengers,San Luis,2021,4485269
Personal Vehicle Passengers,Roma,2021,990024
Personal Vehicle Passengers,Rio Grande City,2021,578963
Personal Vehicle Passengers,Progreso,2021,1896335
Personal Vehicle Passengers,Presidio,2021,1052404
Personal Vehicle Passengers,Otay Mesa,2021,7185293
Personal Vehicle Passengers,Nogales,2021,4677320
Personal Vehicle Passengers,Naco,2021,417794
Personal Vehicle Passengers,Lukeville,2021,827695
Personal Vehicle Passengers,Laredo,2021,6000811
Personal Vehicle Passengers,Hidalgo,2021,5766003
Personal Vehicle Passengers,El Paso,2021,10150111
Personal Vehicle Passengers,Eagle Pass,2021,3907752
Personal Vehicle Passengers,Douglas,2021,1971321
Personal Vehicle Passengers,Del Rio,2021,1978041
Personal Vehicle Passengers,Columbus,2021,587413
Personal Vehicle Passengers,Calexico East,2021,2276651
Personal Vehicle Passengers,Calexico,2021,7122628
Personal Vehicle Passengers,Brownsville,2021,5856213
Personal Vehicle Passengers,Andrade,2021,461928
Personal Vehicle Passengers,Ysleta,2020,2368774
Personal Vehicle Passengers,Tornillo,2020,569707
Personal Vehicle Passengers,Tecate,2020,902661
Personal Vehicle Passengers,Sasabe,2020,40726
Personal Vehicle Passengers,Santa Teresa,2020,697752
Personal Vehicle Passengers,San Ysidro,2020,17980834
Personal Vehicle Passengers,San Luis,2020,3463418
Personal Vehicle Passengers,Roma,2020,818945
Personal Vehicle Passengers,Rio Grande City,2020,495993
Personal Vehicle Passengers,Progreso,2020,1612384
Personal Vehicle Passengers,Presidio,2020,945301
Personal Vehicle Passengers,Otay Mesa,2020,7092082
Personal Vehicle Passengers,Nogales,2020,3564056
Personal Vehicle Passengers,Naco,2020,340997
Personal Vehicle Passengers,Lukeville,2020,532475
Personal Vehicle Passengers,Laredo,2020,5440985
Personal Vehicle Passengers,Hidalgo,2020,4542222
Personal Vehicle Passengers,El Paso,2020,8714536
Personal Vehicle Passengers,Eagle Pass,2020,3290253
Personal Vehicle Passengers,Douglas,2020,1515582
Personal Vehicle Passengers,Del Rio,2020,1667373
Personal Vehicle Passengers,Columbus,2020,517224
Personal Vehicle Passengers,Calexico East,2020,2365413
Personal Vehicle Passengers,Calexico,2020,5854619
Personal Vehicle Passengers,Brownsville,2020,4737418
Personal Vehicle Passengers,Andrade,2020,519107
Personal Vehicle Passengers,Tornillo,2019,870958
Personal Vehicle Passengers,Tecate,2019,1944890
Personal Vehicle Passengers,Sasabe,2019,55435
Personal Vehicle Passengers,Santa Teresa,2019,1373762
Personal Vehicle Passengers,San Ysidro,2019,25845348
Personal Vehicle Passengers,San Luis,2019,5069868
Personal Vehicle Passengers,Roma,2019,1475475
Personal Vehicle Passengers,Rio Grande City,2019,819095
Personal Vehicle Passengers,Progreso,2019,2723757
Personal Vehicle Passengers,Presidio,2019,1442719
Personal Vehicle Passengers,Otay Mesa,2019,11372048
Personal Vehicle Passengers,Nogales,2019,6766502
Personal Vehicle Passengers,Naco,2019,585864
Personal Vehicle Passengers,Lukeville,2019,1116605
Personal Vehicle Passengers,Laredo,2019,10373765
Personal Vehicle Passengers,Hidalgo,2019,8267555
Personal Vehicle Passengers,El Paso,2019,18703243
Personal Vehicle Passengers,Eagle Pass,2019,5969602
Personal Vehicle Passengers,Douglas,2019,2719614
Personal Vehicle Passengers,Del Rio,2019,3111248
Personal Vehicle Passengers,Columbus,2019,810134
Personal Vehicle Passengers,Calexico East,2019,5930206
Personal Vehicle Passengers,Calexico,2019,9005892
Personal Vehicle Passengers,Brownsville,2019,9416489
Personal Vehicle Passengers,Andrade,2019,1120022
Personal Vehicle Passengers,Tornillo,2018,737773
Personal Vehicle Passengers,Tecate,2018,2130145
Personal Vehicle Passengers,Sasabe,2018,47119
Personal Vehicle Passengers,Santa Teresa,2018,1175504
Personal Vehicle Passengers,San Ysidro,2018,25182134
Personal Vehicle Passengers,San Luis,2018,5854901
Personal Vehicle Passengers,Roma,2018,1519765
Personal Vehicle Passengers,Rio Grande City,2018,876203
Personal Vehicle Passengers,Progreso,2018,2820980
Personal Vehicle Passengers,Presidio,2018,1504059
Personal Vehicle Passengers,Otay Mesa,2018,13318027
Personal Vehicle Passengers,Nogales,2018,7153600
Personal Vehicle Passengers,Naco,2018,565907
Personal Vehicle Passengers,Lukeville,2018,1061111
Personal Vehicle Passengers,Laredo,2018,10597928
Personal Vehicle Passengers,Hidalgo,2018,9126478
Personal Vehicle Passengers,El Paso,2018,22225563
Personal Vehicle Passengers,Eagle Pass,2018,5893825
Personal Vehicle Passengers,Douglas,2018,3098512
Personal Vehicle Passengers,Del Rio,2018,3177659
Personal Vehicle Passengers,Columbus,2018,757426
Personal Vehicle Passengers,Calexico East,2018,6505560
Personal Vehicle Passengers,Calexico,2018,8399017
Personal Vehicle Passengers,Brownsville,2018,10043076
Personal Vehicle Passengers,Andrade,2018,1118965
Personal Vehicle Passengers,Tornillo,2017,662760
Personal Vehicle Passengers,Tecate,2017,2039817
Personal Vehicle Passengers,Sasabe,2017,45378
Personal Vehicle Passengers,Santa Teresa,2017,1358085
Personal Vehicle Passengers,San Ysidro,2017,23831138
Personal Vehicle Passengers,San Luis,2017,5752538
Personal Vehicle Passengers,Roma,2017,1541662
Personal Vehicle Passengers,Rio Grande City,2017,814300
Personal Vehicle Passengers,Progreso,2017,2712778
Personal Vehicle Passengers,Presidio,2017,1447041
Personal Vehicle Passengers,Otay Mesa,2017,13600059
Personal Vehicle Passengers,Nogales,2017,7630386
Personal Vehicle Passengers,Naco,2017,526296
Personal Vehicle Passengers,Lukeville,2017,999688
Personal Vehicle Passengers,Laredo,2017,10488748
Personal Vehicle Passengers,Hidalgo,2017,9177083
Personal Vehicle Passengers,El Paso,2017,22046772
Personal Vehicle Passengers,Eagle Pass,2017,5520345
Personal Vehicle Passengers,Douglas,2017,3192199
Personal Vehicle Passengers,Del Rio,2017,3262388
Personal Vehicle Passengers,Columbus,2017,746789
Personal Vehicle Passengers,Calexico East,2017,7143200
Personal Vehicle Passengers,Calexico,2017,7860166
Personal Vehicle Passengers,Brownsville,2017,10047891
Personal Vehicle Passengers,Andrade,2017,1177023
Personal Vehicle Passengers,Tornillo,2016,654652
Personal Vehicle Passengers,Tecate,2016,1908413
Personal Vehicle Passengers,Sasabe,2016,41108
Personal Vehicle Passengers,Santa Teresa,2016,1370480
Personal Vehicle Passengers,San Ysidro,2016,24014192
Personal Vehicle Passengers,San Luis,2016,5462649
Personal Vehicle Passengers,Roma,2016,1510619
Personal Vehicle Passengers,Rio Grande City,2016,811497
Personal Vehicle Passengers,Progreso,2016,2747205
Personal Vehicle Passengers,Presidio,2016,1403327
Personal Vehicle Passengers,Otay Mesa,2016,13583328
Personal Vehicle Passengers,Nogales,2016,7060684
Personal Vehicle Passengers,Naco,2016,510291
Personal Vehicle Passengers,Lukeville,2016,887287
Personal Vehicle Passengers,Laredo,2016,10745977
Personal Vehicle Passengers,Hidalgo,2016,9635092
Personal Vehicle Passengers,El Paso,2016,20767737
Personal Vehicle Passengers,Eagle Pass,2016,5424549
Personal Vehicle Passengers,Douglas,2016,2908282
Personal Vehicle Passengers,Del Rio,2016,3128449
Personal Vehicle Passengers,Columbus,2016,723860
Personal Vehicle Passengers,Calexico East,2016,7041582
Personal Vehicle Passengers,Calexico,2016,7851664
Personal Vehicle Passengers,Brownsville,2016,9428627
Personal Vehicle Passengers,Boquillas,2016,0
Personal Vehicle Passengers,Andrade,2016,1080857
Personal Vehicle Passengers,Tornillo,2015,558927
Personal Vehicle Passengers,Tecate,2015,1776948
Personal Vehicle Passengers,Sasabe,2015,35667
Personal Vehicle Passengers,Santa Teresa,2015,1199963
Personal Vehicle Passengers,San Ysidro,2015,25646073
Personal Vehicle Passengers,San Luis,2015,5575238
Personal Vehicle Passengers,Roma,2015,1431288
Personal Vehicle Passengers,Rio Grande City,2015,764159
Personal Vehicle Passengers,Progreso,2015,2428918
Personal Vehicle Passengers,Presidio,2015,1363370
Personal Vehicle Passengers,Otay Mesa,2015,12225410
Personal Vehicle Passengers,Nogales,2015,7190065
Personal Vehicle Passengers,Naco,2015,514875
Personal Vehicle Passengers,Lukeville,2015,751471
Personal Vehicle Passengers,Laredo,2015,10985281
Personal Vehicle Passengers,Hidalgo,2015,9271544
Personal Vehicle Passengers,El Paso,2015,19982407
Personal Vehicle Passengers,Eagle Pass,2015,5362527
Personal Vehicle Passengers,Douglas,2015,2850942
Personal Vehicle Passengers,Del Rio,2015,2936276
Personal Vehicle Passengers,Columbus,2015,684703
Personal Vehicle Passengers,Calexico East,2015,6744400
Personal Vehicle Passengers,Calexico,2015,7644148
Personal Vehicle Passengers,Brownsville,2015,8576187
Personal Vehicle Passengers,Boquillas,2015,0
Personal Vehicle Passengers,Andrade,2015,1036699
Personal Vehicle Passengers,Tornillo,2014,593446
Personal Vehicle Passengers,Tecate,2014,1598672
Personal Vehicle Passengers,Sasabe,2014,31157
Personal Vehicle Passengers,Santa Teresa,2014,1095123
Personal Vehicle Passengers,San Ysidro,2014,21116089
Personal Vehicle Passengers,San Luis,2014,5536747
Personal Vehicle Passengers,Roma,2014,1367898
Personal Vehicle Passengers,Rio Grande City,2014,748772
Personal Vehicle Passengers,Progreso,2014,2683861
Personal Vehicle Passengers,Presidio,2014,1272075
Personal Vehicle Passengers,Otay Mesa,2014,12040318
Personal Vehicle Passengers,Nogales,2014,6798080
Personal Vehicle Passengers,Naco,2014,525988
Personal Vehicle Passengers,Lukeville,2014,653483
Personal Vehicle Passengers,Laredo,2014,10335481
Personal Vehicle Passengers,Hidalgo,2014,9252030
Personal Vehicle Passengers,El Paso,2014,19134740
Personal Vehicle Passengers,Eagle Pass,2014,5082478
Personal Vehicle Passengers,Douglas,2014,2821853
Personal Vehicle Passengers,Del Rio,2014,2839645
Personal Vehicle Passengers,Columbus,2014,617090
Personal Vehicle Passengers,Calexico East,2014,6437937
Personal Vehicle Passengers,Calexico,2014,7221528
Personal Vehicle Passengers,Brownsville,2014,8527359
Personal Vehicle Passengers,Andrade,2014,911988
Personal Vehicle Passengers,Tornillo,2013,600347
Personal Vehicle Passengers,Tecate,2013,1469451
Personal Vehicle Passengers,Sasabe,2013,26164
Personal Vehicle Passengers,Santa Teresa,2013,1009378
Personal Vehicle Passengers,San Ysidro,2013,19887054
Personal Vehicle Passengers,San Luis,2013,5088810
Personal Vehicle Passengers,Roma,2013,1307843
Personal Vehicle Passengers,Rio Grande City,2013,718757
Personal Vehicle Passengers,Progreso,2013,2459890
Personal Vehicle Passengers,Presidio,2013,1240658
Personal Vehicle Passengers,Otay Mesa,2013,10884910
Personal Vehicle Passengers,Nogales,2013,6510096
Personal Vehicle Passengers,Naco,2013,509178
Personal Vehicle Passengers,Lukeville,2013,624739
Personal Vehicle Passengers,Laredo,2013,9588200
Personal Vehicle Passengers,Hidalgo,2013,9608966
Personal Vehicle Passengers,El Paso,2013,17545433
Personal Vehicle Passengers,Eagle Pass,2013,4837183
Personal Vehicle Passengers,Douglas,2013,2703712
Personal Vehicle Passengers,Del Rio,2013,2643830
Personal Vehicle Passengers,Columbus,2013,548250
Personal Vehicle Passengers,Calexico East,2013,5915717
Personal Vehicle Passengers,Calexico,2013,7132134
Personal Vehicle Passengers,Brownsville,2013,8468635
Personal Vehicle Passengers,Andrade,2013,795616
Personal Vehicle Passengers,Tornillo,2012,618672
Personal Vehicle Passengers,Tecate,2012,1512828
Personal Vehicle Passengers,Sasabe,2012,25665
Personal Vehicle Passengers,Santa Teresa,2012,900563
Personal Vehicle Passengers,San Ysidro,2012,19944913
Personal Vehicle Passengers,San Luis,2012,4575051
Personal Vehicle Passengers,Roma,2012,1275578
Personal Vehicle Passengers,Rio Grande City,2012,672256
Personal Vehicle Passengers,Progreso,2012,2149675
Personal Vehicle Passengers,Presidio,2012,1163393
Personal Vehicle Passengers,Otay Mesa,2012,9297601
Personal Vehicle Passengers,Nogales,2012,5729756
Personal Vehicle Passengers,Naco,2012,493205
Personal Vehicle Passengers,Lukeville,2012,581467
Personal Vehicle Passengers,Laredo,2012,8767939
Personal Vehicle Passengers,Hidalgo,2012,9484335
Personal Vehicle Passengers,El Paso,2012,15908404
Personal Vehicle Passengers,Eagle Pass,2012,4620413
Personal Vehicle Passengers,Douglas,2012,2610492
Personal Vehicle Passengers,Del Rio,2012,2560427
Personal Vehicle Passengers,Columbus,2012,546118
Personal Vehicle Passengers,Calexico East,2012,5530414
Personal Vehicle Passengers,Calexico,2012,6981401
Personal Vehicle Passengers,Brownsville,2012,8270359
Personal Vehicle Passengers,Andrade,2012,828660
Personal Vehicle Passengers,Tornillo,2011,593404
Personal Vehicle Passengers,Tecate,2011,1571780
Personal Vehicle Passengers,Sasabe,2011,29610
Personal Vehicle Passengers,Santa Teresa,2011,925726
Personal Vehicle Passengers,San Ysidro,2011,21522906
Personal Vehicle Passengers,San Luis,2011,3941304
Personal Vehicle Passengers,Roma,2011,1204952
Personal Vehicle Passengers,Rio Grande City,2011,627052
Personal Vehicle Passengers,Progreso,2011,1765190
Personal Vehicle Passengers,Presidio,2011,1180340
Personal Vehicle Passengers,Otay Mesa,2011,7502114
Personal Vehicle Passengers,Nogales,2011,5289391
Personal Vehicle Passengers,Naco,2011,465186
Personal Vehicle Passengers,Lukeville,2011,538525
Personal Vehicle Passengers,Laredo,2011,8458293
Personal Vehicle Passengers,Hidalgo,2011,9040470
Personal Vehicle Passengers,El Paso,2011,14940566
Personal Vehicle Passengers,Eagle Pass,2011,4774252
Personal Vehicle Passengers,Douglas,2011,2615027
Personal Vehicle Passengers,Del Rio,2011,2528278
Personal Vehicle Passengers,Columbus,2011,504363
Personal Vehicle Passengers,Calexico East,2011,5082318
Personal Vehicle Passengers,Calexico,2011,7099725
Personal Vehicle Passengers,Brownsville,2011,7972023
Personal Vehicle Passengers,Andrade,2011,789113
Personal Vehicle Passengers,Tornillo,2010,700757
Personal Vehicle Passengers,Tecate,2010,1538999
Personal Vehicle Passengers,Sasabe,2010,37201
Personal Vehicle Passengers,Santa Teresa,2010,1331228
Personal Vehicle Passengers,San Ysidro,2010,23600605
Personal Vehicle Passengers,San Luis,2010,3860476
Personal Vehicle Passengers,Roma,2010,1305173
Personal Vehicle Passengers,Rio Grande City,2010,694742
Personal Vehicle Passengers,Progreso,2010,1217753
Personal Vehicle Passengers,Presidio,2010,2085390
Personal Vehicle Passengers,Otay Mesa,2010,7051569
Personal Vehicle Passengers,Nogales,2010,6729330
Personal Vehicle Passengers,Naco,2010,511573
Personal Vehicle Passengers,Lukeville,2010,695156
Personal Vehicle Passengers,Laredo,2010,10857512
Personal Vehicle Passengers,Hidalgo,2010,10691969
Personal Vehicle Passengers,El Paso,2010,17919814
Personal Vehicle Passengers,Eagle Pass,2010,6204075
Personal Vehicle Passengers,Douglas,2010,2892520
Personal Vehicle Passengers,Del Rio,2010,2386735
Personal Vehicle Passengers,Columbus,2010,725093
Personal Vehicle Passengers,Calexico East,2010,5152282
Personal Vehicle Passengers,Calexico,2010,7474182
Personal Vehicle Passengers,Brownsville,2010,9291617
Personal Vehicle Passengers,Andrade,2010,793770
Personal Vehicle Passengers,Tornillo,2009,1064353
Personal Vehicle Passengers,Tecate,2009,1649796
Personal Vehicle Passengers,Sasabe,2009,66760
Personal Vehicle Passengers,Santa Teresa,2009,1364812
Personal Vehicle Passengers,San Ysidro,2009,23934882
Personal Vehicle Passengers,San Luis,2009,4234176
Personal Vehicle Passengers,Roma,2009,1789022
Personal Vehicle Passengers,Rio Grande City,2009,1781024
Personal Vehicle Passengers,Progreso,2009,1749007
Personal Vehicle Passengers,Presidio,2009,2082923
Personal Vehicle Passengers,Otay Mesa,2009,8085681
Personal Vehicle Passengers,Nogales,2009,7636384
Personal Vehicle Passengers,Naco,2009,660822
Personal Vehicle Passengers,Lukeville,2009,1087799
Personal Vehicle Passengers,Laredo,2009,12729210
Personal Vehicle Passengers,Hidalgo,2009,12073543
Personal Vehicle Passengers,El Paso,2009,18377270
Personal Vehicle Passengers,Eagle Pass,2009,7103061
Personal Vehicle Passengers,Douglas,2009,3893330
Personal Vehicle Passengers,Del Rio,2009,2366725
Personal Vehicle Passengers,Columbus,2009,888954
Personal Vehicle Passengers,Calexico East,2009,5731129
Personal Vehicle Passengers,Calexico,2009,8625713
Personal Vehicle Passengers,Brownsville,2009,11156688
Personal Vehicle Passengers,Andrade,2009,883929
