Measure,Port Name,Year of Date,Value
Truck Containers Loaded,San Luis,2022,33764
Truck Containers Loaded,Roma,2022,29774
Truck Containers Loaded,Rio Grande City,2022,47281
Truck Containers Loaded,Progreso,2022,31885
Truck Containers Loaded,Presidio,2022,7397
Truck Containers Loaded,Otay Mesa,2022,839843
Truck Containers Loaded,Nogales,2022,280894
Truck Containers Loaded,Naco,2022,861
Truck Containers Loaded,Lukeville,2022,833
Truck Containers Loaded,Laredo,2022,2080941
Truck Containers Loaded,Hidalgo,2022,479437
Truck Containers Loaded,El Paso,2022,59996
Truck Containers Loaded,Eagle Pass,2022,140888
Truck Containers Loaded,Douglas,2022,18988
Truck Containers Loaded,Del Rio,2022,55917
Truck Containers Loaded,Columbus,2022,19316
Truck Containers Loaded,Calexico East,2022,245153
Truck Containers Loaded,Brownsville,2022,139809
Truck Containers Loaded,Ysleta,2021,419074
Truck Containers Loaded,Tecate,2021,42721
Truck Containers Loaded,Santa Teresa,2021,97148
Truck Containers Loaded,San Luis,2021,31952
Truck Containers Loaded,Roma,2021,21261
Truck Containers Loaded,Rio Grande City,2021,40413
Truck Containers Loaded,Progreso,2021,29333
Truck Containers Loaded,Presidio,2021,6450
Truck Containers Loaded,Otay Mesa,2021,741324
Truck Containers Loaded,Nogales,2021,275445
Truck Containers Loaded,Naco,2021,671
Truck Containers Loaded,Lukeville,2021,648
Truck Containers Loaded,Laredo,2021,1910648
Truck Containers Loaded,Hidalgo,2021,463247
Truck Containers Loaded,El Paso,2021,65326
Truck Containers Loaded,Eagle Pass,2021,125861
Truck Containers Loaded,Douglas,2021,16642
Truck Containers Loaded,Del Rio,2021,50852
Truck Containers Loaded,Columbus,2021,19865
Truck Containers Loaded,Calexico East,2021,224949
Truck Containers Loaded,Brownsville,2021,137136
Truck Containers Loaded,Ysleta,2020,291128
Truck Containers Loaded,Tecate,2020,41460
Truck Containers Loaded,Santa Teresa,2020,80806
Truck Containers Loaded,San Luis,2020,25960
Truck Containers Loaded,Roma,2020,12997
Truck Containers Loaded,Rio Grande City,2020,34299
Truck Containers Loaded,Progreso,2020,28493
Truck Containers Loaded,Presidio,2020,5461
Truck Containers Loaded,Otay Mesa,2020,712100
Truck Containers Loaded,Nogales,2020,258948
Truck Containers Loaded,Naco,2020,552
Truck Containers Loaded,Lukeville,2020,457
Truck Containers Loaded,Laredo,2020,1629156
Truck Containers Loaded,Hidalgo,2020,436671
Truck Containers Loaded,El Paso,2020,138256
Truck Containers Loaded,Eagle Pass,2020,105437
Truck Containers Loaded,Douglas,2020,14852
Truck Containers Loaded,Del Rio,2020,47462
Truck Containers Loaded,Columbus,2020,18051
Truck Containers Loaded,Calexico East,2020,207582
Truck Containers Loaded,Brownsville,2020,116710
Truck Containers Loaded,Tecate,2019,38868
Truck Containers Loaded,Santa Teresa,2019,114701
Truck Containers Loaded,San Luis,2019,28342
Truck Containers Loaded,Roma,2019,3745
Truck Containers Loaded,Rio Grande City,2019,34866
Truck Containers Loaded,Progreso,2019,32535
Truck Containers Loaded,Presidio,2019,8418
Truck Containers Loaded,Otay Mesa,2019,759362
Truck Containers Loaded,Nogales,2019,293771
Truck Containers Loaded,Naco,2019,1727
Truck Containers Loaded,Lukeville,2019,303
Truck Containers Loaded,Laredo,2019,1711670
Truck Containers Loaded,Hidalgo,2019,469777
Truck Containers Loaded,El Paso,2019,610869
Truck Containers Loaded,Eagle Pass,2019,149732
Truck Containers Loaded,Douglas,2019,20048
Truck Containers Loaded,Del Rio,2019,59951
Truck Containers Loaded,Columbus,2019,15960
Truck Containers Loaded,Calexico East,2019,258227
Truck Containers Loaded,Brownsville,2019,153280
Truck Containers Loaded,Tecate,2018,36171
Truck Containers Loaded,Santa Teresa,2018,84972
Truck Containers Loaded,San Luis,2018,19885
Truck Containers Loaded,Roma,2018,891
Truck Containers Loaded,Rio Grande City,2018,31437
Truck Containers Loaded,Progreso,2018,27043
Truck Containers Loaded,Presidio,2018,5628
Truck Containers Loaded,Otay Mesa,2018,738966
Truck Containers Loaded,Nogales,2018,284896
Truck Containers Loaded,Naco,2018,1433
Truck Containers Loaded,Lukeville,2018,282
Truck Containers Loaded,Laredo,2018,1683258
Truck Containers Loaded,Hidalgo,2018,470160
Truck Containers Loaded,El Paso,2018,568442
Truck Containers Loaded,Eagle Pass,2018,145394
Truck Containers Loaded,Douglas,2018,21044
Truck Containers Loaded,Del Rio,2018,61379
Truck Containers Loaded,Columbus,2018,15684
Truck Containers Loaded,Calexico East,2018,205403
Truck Containers Loaded,Brownsville,2018,150952
Truck Containers Loaded,Tornillo,2017,1
Truck Containers Loaded,Tecate,2017,43765
Truck Containers Loaded,Sasabe,2017,66
Truck Containers Loaded,Santa Teresa,2017,79456
Truck Containers Loaded,San Luis,2017,27026
Truck Containers Loaded,Roma,2017,1499
Truck Containers Loaded,Rio Grande City,2017,38647
Truck Containers Loaded,Progreso,2017,23445
Truck Containers Loaded,Presidio,2017,4186
Truck Containers Loaded,Otay Mesa,2017,677590
Truck Containers Loaded,Nogales,2017,353773
Truck Containers Loaded,Naco,2017,1999
Truck Containers Loaded,Lukeville,2017,200
Truck Containers Loaded,Laredo,2017,1570156
Truck Containers Loaded,Hidalgo,2017,492841
Truck Containers Loaded,El Paso,2017,493746
Truck Containers Loaded,Eagle Pass,2017,154755
Truck Containers Loaded,Douglas,2017,26292
Truck Containers Loaded,Del Rio,2017,68254
Truck Containers Loaded,Columbus,2017,13249
Truck Containers Loaded,Calexico East,2017,232455
Truck Containers Loaded,Brownsville,2017,164368
Truck Containers Loaded,Tornillo,2016,0
Truck Containers Loaded,Tecate,2016,37265
Truck Containers Loaded,Sasabe,2016,527
Truck Containers Loaded,Santa Teresa,2016,66824
Truck Containers Loaded,San Ysidro,2016,0
Truck Containers Loaded,San Luis,2016,18742
Truck Containers Loaded,Roma,2016,5011
Truck Containers Loaded,Rio Grande City,2016,41016
Truck Containers Loaded,Progreso,2016,29635
Truck Containers Loaded,Presidio,2016,3498
Truck Containers Loaded,Otay Mesa,2016,675511
Truck Containers Loaded,Nogales,2016,271015
Truck Containers Loaded,Naco,2016,1625
Truck Containers Loaded,Lukeville,2016,0
Truck Containers Loaded,Laredo,2016,1559287
Truck Containers Loaded,Hidalgo,2016,413082
Truck Containers Loaded,El Paso,2016,424616
Truck Containers Loaded,Eagle Pass,2016,97180
Truck Containers Loaded,Douglas,2016,17366
Truck Containers Loaded,Del Rio,2016,56863
Truck Containers Loaded,Columbus,2016,13367
Truck Containers Loaded,Calexico East,2016,199469
Truck Containers Loaded,Calexico,2016,0
Truck Containers Loaded,Brownsville,2016,134894
Truck Containers Loaded,Boquillas,2016,0
Truck Containers Loaded,Andrade,2016,0
Truck Containers Loaded,Tornillo,2015,0
Truck Containers Loaded,Tecate,2015,31736
Truck Containers Loaded,Sasabe,2015,428
Truck Containers Loaded,Santa Teresa,2015,60068
Truck Containers Loaded,San Ysidro,2015,0
Truck Containers Loaded,San Luis,2015,19797
Truck Containers Loaded,Roma,2015,4662
Truck Containers Loaded,Rio Grande City,2015,35682
Truck Containers Loaded,Progreso,2015,25828
Truck Containers Loaded,Presidio,2015,3627
Truck Containers Loaded,Otay Mesa,2015,641512
Truck Containers Loaded,Nogales,2015,256895
Truck Containers Loaded,Naco,2015,3041
Truck Containers Loaded,Lukeville,2015,0
Truck Containers Loaded,Laredo,2015,1520801
Truck Containers Loaded,Hidalgo,2015,401436
Truck Containers Loaded,El Paso,2015,428239
Truck Containers Loaded,Eagle Pass,2015,86386
Truck Containers Loaded,Douglas,2015,17478
Truck Containers Loaded,Del Rio,2015,55762
Truck Containers Loaded,Columbus,2015,13038
Truck Containers Loaded,Calexico East,2015,192747
Truck Containers Loaded,Calexico,2015,0
Truck Containers Loaded,Brownsville,2015,128024
Truck Containers Loaded,Boquillas,2015,0
Truck Containers Loaded,Andrade,2015,0
Truck Containers Loaded,Tornillo,2014,0
Truck Containers Loaded,Tecate,2014,27214
Truck Containers Loaded,Sasabe,2014,239
Truck Containers Loaded,Santa Teresa,2014,55156
Truck Containers Loaded,San Ysidro,2014,0
Truck Containers Loaded,San Luis,2014,17176
Truck Containers Loaded,Roma,2014,4289
Truck Containers Loaded,Rio Grande City,2014,35358
Truck Containers Loaded,Progreso,2014,30581
Truck Containers Loaded,Presidio,2014,4472
Truck Containers Loaded,Otay Mesa,2014,609172
Truck Containers Loaded,Nogales,2014,256074
Truck Containers Loaded,Naco,2014,3496
Truck Containers Loaded,Lukeville,2014,0
Truck Containers Loaded,Laredo,2014,1481478
Truck Containers Loaded,Hidalgo,2014,383442
Truck Containers Loaded,El Paso,2014,390814
Truck Containers Loaded,Eagle Pass,2014,87556
Truck Containers Loaded,Douglas,2014,17701
Truck Containers Loaded,Del Rio,2014,52769
Truck Containers Loaded,Columbus,2014,12573
Truck Containers Loaded,Calexico East,2014,178871
Truck Containers Loaded,Calexico,2014,0
Truck Containers Loaded,Brownsville,2014,130913
Truck Containers Loaded,Andrade,2014,0
Truck Containers Loaded,Tornillo,2013,0
Truck Containers Loaded,Tecate,2013,27449
Truck Containers Loaded,Sasabe,2013,281
Truck Containers Loaded,Santa Teresa,2013,57169
Truck Containers Loaded,San Ysidro,2013,0
Truck Containers Loaded,San Luis,2013,19792
Truck Containers Loaded,Roma,2013,4321
Truck Containers Loaded,Rio Grande City,2013,30006
Truck Containers Loaded,Progreso,2013,29541
Truck Containers Loaded,Presidio,2013,3825
Truck Containers Loaded,Otay Mesa,2013,556262
Truck Containers Loaded,Nogales,2013,249063
Truck Containers Loaded,Naco,2013,1882
Truck Containers Loaded,Lukeville,2013,0
Truck Containers Loaded,Laredo,2013,1370634
Truck Containers Loaded,Hidalgo,2013,354952
Truck Containers Loaded,El Paso,2013,358443
Truck Containers Loaded,Eagle Pass,2013,77293
Truck Containers Loaded,Douglas,2013,17231
Truck Containers Loaded,Del Rio,2013,49508
Truck Containers Loaded,Columbus,2013,10743
Truck Containers Loaded,Calexico East,2013,156634
Truck Containers Loaded,Calexico,2013,0
Truck Containers Loaded,Brownsville,2013,123993
Truck Containers Loaded,Andrade,2013,0
Truck Containers Loaded,Tornillo,2012,0
Truck Containers Loaded,Tecate,2012,24671
Truck Containers Loaded,Sasabe,2012,201
Truck Containers Loaded,Santa Teresa,2012,45567
Truck Containers Loaded,San Ysidro,2012,0
Truck Containers Loaded,San Luis,2012,21863
Truck Containers Loaded,Roma,2012,4522
Truck Containers Loaded,Rio Grande City,2012,29654
Truck Containers Loaded,Progreso,2012,29238
Truck Containers Loaded,Presidio,2012,5871
Truck Containers Loaded,Otay Mesa,2012,544173
Truck Containers Loaded,Nogales,2012,245637
Truck Containers Loaded,Naco,2012,1622
Truck Containers Loaded,Lukeville,2012,0
Truck Containers Loaded,Laredo,2012,1327518
Truck Containers Loaded,Hidalgo,2012,345377
Truck Containers Loaded,El Paso,2012,399393
Truck Containers Loaded,Eagle Pass,2012,76429
Truck Containers Loaded,Douglas,2012,17419
Truck Containers Loaded,Del Rio,2012,45327
Truck Containers Loaded,Columbus,2012,9577
Truck Containers Loaded,Calexico East,2012,165111
Truck Containers Loaded,Calexico,2012,0
Truck Containers Loaded,Brownsville,2012,120163
Truck Containers Loaded,Andrade,2012,259
Truck Containers Loaded,Tornillo,2011,0
Truck Containers Loaded,Tecate,2011,31599
Truck Containers Loaded,Sasabe,2011,278
Truck Containers Loaded,Santa Teresa,2011,50150
Truck Containers Loaded,San Ysidro,2011,0
Truck Containers Loaded,San Luis,2011,19557
Truck Containers Loaded,Roma,2011,4423
Truck Containers Loaded,Rio Grande City,2011,24968
Truck Containers Loaded,Progreso,2011,26688
Truck Containers Loaded,Presidio,2011,4771
Truck Containers Loaded,Otay Mesa,2011,509266
Truck Containers Loaded,Nogales,2011,233899
Truck Containers Loaded,Naco,2011,1530
Truck Containers Loaded,Lukeville,2011,0
Truck Containers Loaded,Laredo,2011,1283873
Truck Containers Loaded,Hidalgo,2011,338359
Truck Containers Loaded,El Paso,2011,331785
Truck Containers Loaded,Eagle Pass,2011,69494
Truck Containers Loaded,Douglas,2011,17377
Truck Containers Loaded,Del Rio,2011,45084
Truck Containers Loaded,Columbus,2011,7663
Truck Containers Loaded,Calexico East,2011,159620
Truck Containers Loaded,Calexico,2011,0
Truck Containers Loaded,Brownsville,2011,116354
Truck Containers Loaded,Andrade,2011,265
Truck Containers Loaded,Tornillo,2010,0
Truck Containers Loaded,Tecate,2010,32552
Truck Containers Loaded,Sasabe,2010,257
Truck Containers Loaded,Santa Teresa,2010,49384
Truck Containers Loaded,San Ysidro,2010,0
Truck Containers Loaded,San Luis,2010,19639
Truck Containers Loaded,Roma,2010,3561
Truck Containers Loaded,Rio Grande City,2010,22508
Truck Containers Loaded,Progreso,2010,28466
Truck Containers Loaded,Presidio,2010,4424
Truck Containers Loaded,Otay Mesa,2010,485805
Truck Containers Loaded,Nogales,2010,254450
Truck Containers Loaded,Naco,2010,1423
Truck Containers Loaded,Lukeville,2010,0
Truck Containers Loaded,Laredo,2010,1177560
Truck Containers Loaded,Hidalgo,2010,324350
Truck Containers Loaded,El Paso,2010,365059
Truck Containers Loaded,Eagle Pass,2010,60429
Truck Containers Loaded,Douglas,2010,15004
Truck Containers Loaded,Del Rio,2010,38998
Truck Containers Loaded,Columbus,2010,7241
Truck Containers Loaded,Calexico East,2010,159260
Truck Containers Loaded,Calexico,2010,0
Truck Containers Loaded,Brownsville,2010,123423
Truck Containers Loaded,Andrade,2010,342
Truck Containers Loaded,Tornillo,2009,0
Truck Containers Loaded,Tecate,2009,32866
Truck Containers Loaded,Sasabe,2009,165
Truck Containers Loaded,Santa Teresa,2009,38763
Truck Containers Loaded,San Ysidro,2009,0
Truck Containers Loaded,San Luis,2009,19722
Truck Containers Loaded,Roma,2009,3582
Truck Containers Loaded,Rio Grande City,2009,22613
Truck Containers Loaded,Progreso,2009,30280
Truck Containers Loaded,Presidio,2009,2789
Truck Containers Loaded,Otay Mesa,2009,446241
Truck Containers Loaded,Nogales,2009,227766
Truck Containers Loaded,Naco,2009,1066
Truck Containers Loaded,Lukeville,2009,0
Truck Containers Loaded,Laredo,2009,924941
Truck Containers Loaded,Hidalgo,2009,284608
Truck Containers Loaded,El Paso,2009,336119
Truck Containers Loaded,Eagle Pass,2009,49684
Truck Containers Loaded,Douglas,2009,15860
Truck Containers Loaded,Del Rio,2009,33725
Truck Containers Loaded,Columbus,2009,7480
Truck Containers Loaded,Calexico East,2009,141437
Truck Containers Loaded,Calexico,2009,0
Truck Containers Loaded,Brownsville,2009,108782
Truck Containers Loaded,Andrade,2009,214
Truck Containers Loaded,Tornillo,2008,0
Truck Containers Loaded,Tecate,2008,41335
Truck Containers Loaded,Sasabe,2008,320
Truck Containers Loaded,Santa Teresa,2008,32788
Truck Containers Loaded,San Ysidro,2008,0
Truck Containers Loaded,San Luis,2008,19630
Truck Containers Loaded,Roma,2008,3485
Truck Containers Loaded,Rio Grande City,2008,25293
Truck Containers Loaded,Progreso,2008,25394
Truck Containers Loaded,Presidio,2008,2692
Truck Containers Loaded,Otay Mesa,2008,477332
Truck Containers Loaded,Nogales,2008,249180
Truck Containers Loaded,Naco,2008,1083
Truck Containers Loaded,Lukeville,2008,0
Truck Containers Loaded,Laredo,2008,988853
Truck Containers Loaded,Hidalgo,2008,310513
Truck Containers Loaded,El Paso,2008,384586
Truck Containers Loaded,Eagle Pass,2008,57913
Truck Containers Loaded,Douglas,2008,15741
Truck Containers Loaded,Del Rio,2008,40344
Truck Containers Loaded,Columbus,2008,4639
Truck Containers Loaded,Calexico East,2008,173854
Truck Containers Loaded,Calexico,2008,0
Truck Containers Loaded,Brownsville,2008,126559
Truck Containers Loaded,Andrade,2008,280
Truck Containers Loaded,Tornillo,2007,0
Truck Containers Loaded,Tecate,2007,42232
Truck Containers Loaded,Sasabe,2007,298
Truck Containers Loaded,Santa Teresa,2007,31593
Truck Containers Loaded,San Ysidro,2007,0
Truck Containers Loaded,San Luis,2007,21081
Truck Containers Loaded,Roma,2007,4223
Truck Containers Loaded,Rio Grande City,2007,30983
Truck Containers Loaded,Progreso,2007,21156
Truck Containers Loaded,Presidio,2007,4483
Truck Containers Loaded,Otay Mesa,2007,477822
Truck Containers Loaded,Nogales,2007,237008
Truck Containers Loaded,Naco,2007,2452
Truck Containers Loaded,Lukeville,2007,0
Truck Containers Loaded,Laredo,2007,1009706
Truck Containers Loaded,Hidalgo,2007,332814
Truck Containers Loaded,El Paso,2007,402456
Truck Containers Loaded,Eagle Pass,2007,62713
Truck Containers Loaded,Douglas,2007,15921
Truck Containers Loaded,Del Rio,2007,45969
Truck Containers Loaded,Columbus,2007,5031
Truck Containers Loaded,Calexico East,2007,181114
Truck Containers Loaded,Calexico,2007,0
Truck Containers Loaded,Brownsville,2007,136224
Truck Containers Loaded,Andrade,2007,396
Truck Containers Loaded,Tornillo,2006,0
Truck Containers Loaded,Tecate,2006,43822
Truck Containers Loaded,Sasabe,2006,395
Truck Containers Loaded,Santa Teresa,2006,29489
Truck Containers Loaded,San Ysidro,2006,0
Truck Containers Loaded,San Luis,2006,23967
Truck Containers Loaded,Roma,2006,4901
Truck Containers Loaded,Rio Grande City,2006,40105
Truck Containers Loaded,Progreso,2006,12676
Truck Containers Loaded,Presidio,2006,5309
Truck Containers Loaded,Otay Mesa,2006,485897
Truck Containers Loaded,Nogales,2006,229442
Truck Containers Loaded,Naco,2006,2349
Truck Containers Loaded,Lukeville,2006,29
Truck Containers Loaded,Laredo,2006,993234
Truck Containers Loaded,Hidalgo,2006,329957
Truck Containers Loaded,El Paso,2006,418026
Truck Containers Loaded,Eagle Pass,2006,63760
Truck Containers Loaded,Douglas,2006,15090
Truck Containers Loaded,Del Rio,2006,47029
Truck Containers Loaded,Columbus,2006,4701
Truck Containers Loaded,Calexico East,2006,160685
Truck Containers Loaded,Calexico,2006,0
Truck Containers Loaded,Brownsville,2006,135406
Truck Containers Loaded,Andrade,2006,371
Truck Containers Loaded,Tornillo,2005,0
Truck Containers Loaded,Tecate,2005,37911
Truck Containers Loaded,Sasabe,2005,503
Truck Containers Loaded,Santa Teresa,2005,25263
Truck Containers Loaded,San Ysidro,2005,0
Truck Containers Loaded,San Luis,2005,24061
Truck Containers Loaded,Roma,2005,5098
Truck Containers Loaded,Rio Grande City,2005,41707
Truck Containers Loaded,Progreso,2005,4212
Truck Containers Loaded,Presidio,2005,5794
Truck Containers Loaded,Otay Mesa,2005,458350
Truck Containers Loaded,Nogales,2005,213582
Truck Containers Loaded,Naco,2005,2294
Truck Containers Loaded,Lukeville,2005,183
Truck Containers Loaded,Laredo,2005,977353
Truck Containers Loaded,Hidalgo,2005,361839
Truck Containers Loaded,El Paso,2005,430768
Truck Containers Loaded,Eagle Pass,2005,63598
Truck Containers Loaded,Douglas,2005,17025
Truck Containers Loaded,Del Rio,2005,46635
Truck Containers Loaded,Columbus,2005,3882
Truck Containers Loaded,Calexico East,2005,171745
Truck Containers Loaded,Calexico,2005,0
Truck Containers Loaded,Brownsville,2005,138223
Truck Containers Loaded,Andrade,2005,1448
Truck Containers Loaded,Tornillo,2004,0
Truck Containers Loaded,Tecate,2004,35539
Truck Containers Loaded,Sasabe,2004,446
Truck Containers Loaded,Santa Teresa,2004,22196
Truck Containers Loaded,San Ysidro,2004,0
Truck Containers Loaded,San Luis,2004,22613
Truck Containers Loaded,Roma,2004,5220
Truck Containers Loaded,Rio Grande City,2004,35721
Truck Containers Loaded,Progreso,2004,2354
Truck Containers Loaded,Presidio,2004,5608
Truck Containers Loaded,Otay Mesa,2004,419786
Truck Containers Loaded,Nogales,2004,200208
Truck Containers Loaded,Naco,2004,2259
Truck Containers Loaded,Lukeville,2004,123
Truck Containers Loaded,Laredo,2004,908478
Truck Containers Loaded,Hidalgo,2004,315996
Truck Containers Loaded,El Paso,2004,409093
Truck Containers Loaded,Eagle Pass,2004,62850
Truck Containers Loaded,Douglas,2004,15064
Truck Containers Loaded,Del Rio,2004,46395
Truck Containers Loaded,Columbus,2004,3654
Truck Containers Loaded,Calexico East,2004,202952
Truck Containers Loaded,Calexico,2004,0
Truck Containers Loaded,Brownsville,2004,130209
Truck Containers Loaded,Andrade,2004,1476
Truck Containers Loaded,Tornillo,2003,0
Truck Containers Loaded,Tecate,2003,32128
Truck Containers Loaded,Sasabe,2003,758
Truck Containers Loaded,Santa Teresa,2003,21032
Truck Containers Loaded,San Ysidro,2003,0
Truck Containers Loaded,San Luis,2003,19859
Truck Containers Loaded,Roma,2003,4408
Truck Containers Loaded,Rio Grande City,2003,30313
Truck Containers Loaded,Progreso,2003,2296
Truck Containers Loaded,Presidio,2003,3836
Truck Containers Loaded,Otay Mesa,2003,388522
Truck Containers Loaded,Nogales,2003,194904
Truck Containers Loaded,Naco,2003,1873
Truck Containers Loaded,Lukeville,2003,75
Truck Containers Loaded,Laredo,2003,825626
Truck Containers Loaded,Hidalgo,2003,275112
Truck Containers Loaded,El Paso,2003,368562
Truck Containers Loaded,Eagle Pass,2003,54838
Truck Containers Loaded,Douglas,2003,14977
Truck Containers Loaded,Del Rio,2003,47492
Truck Containers Loaded,Columbus,2003,3621
Truck Containers Loaded,Calexico East,2003,189306
Truck Containers Loaded,Calexico,2003,0
Truck Containers Loaded,Brownsville,2003,118981
Truck Containers Loaded,Andrade,2003,1500
Truck Containers Loaded,Tornillo,2002,0
Truck Containers Loaded,Tecate,2002,32346
Truck Containers Loaded,Sasabe,2002,628
Truck Containers Loaded,Santa Teresa,2002,19454
Truck Containers Loaded,San Ysidro,2002,0
Truck Containers Loaded,San Luis,2002,20766
Truck Containers Loaded,Roma,2002,5652
Truck Containers Loaded,Rio Grande City,2002,21233
Truck Containers Loaded,Progreso,2002,3644
Truck Containers Loaded,Presidio,2002,3607
Truck Containers Loaded,Otay Mesa,2002,380123
Truck Containers Loaded,Nogales,2002,189208
Truck Containers Loaded,Naco,2002,2655
Truck Containers Loaded,Lukeville,2002,219
Truck Containers Loaded,Laredo,2002,807291
Truck Containers Loaded,Hidalgo,2002,244363
Truck Containers Loaded,El Paso,2002,382193
Truck Containers Loaded,Eagle Pass,2002,54810
Truck Containers Loaded,Douglas,2002,13769
Truck Containers Loaded,Del Rio,2002,47230
Truck Containers Loaded,Columbus,2002,3544
Truck Containers Loaded,Calexico East,2002,166732
Truck Containers Loaded,Calexico,2002,0
Truck Containers Loaded,Brownsville,2002,122352
Truck Containers Loaded,Andrade,2002,1255
Truck Containers Loaded,Tornillo,2001,0
Truck Containers Loaded,Tecate,2001,31597
Truck Containers Loaded,Sasabe,2001,1000
Truck Containers Loaded,Santa Teresa,2001,17598
Truck Containers Loaded,San Ysidro,2001,0
Truck Containers Loaded,San Luis,2001,20753
Truck Containers Loaded,Roma,2001,6761
Truck Containers Loaded,Rio Grande City,2001,18988
Truck Containers Loaded,Progreso,2001,3969
Truck Containers Loaded,Presidio,2001,3932
Truck Containers Loaded,Otay Mesa,2001,365001
Truck Containers Loaded,Nogales,2001,187963
Truck Containers Loaded,Naco,2001,4809
Truck Containers Loaded,Lukeville,2001,304
Truck Containers Loaded,Laredo,2001,757574
Truck Containers Loaded,Hidalgo,2001,227361
Truck Containers Loaded,El Paso,2001,360517
Truck Containers Loaded,Eagle Pass,2001,54869
Truck Containers Loaded,Douglas,2001,16648
Truck Containers Loaded,Del Rio,2001,40581
Truck Containers Loaded,Columbus,2001,3153
Truck Containers Loaded,Calexico East,2001,126294
Truck Containers Loaded,Calexico,2001,0
Truck Containers Loaded,Brownsville,2001,121262
Truck Containers Loaded,Andrade,2001,1191
Truck Containers Loaded,Tornillo,2000,0
Truck Containers Loaded,Tecate,2000,32294
Truck Containers Loaded,Sasabe,2000,590
Truck Containers Loaded,Santa Teresa,2000,20781
Truck Containers Loaded,San Ysidro,2000,0
Truck Containers Loaded,San Luis,2000,18924
Truck Containers Loaded,Roma,2000,7355
Truck Containers Loaded,Rio Grande City,2000,16581
Truck Containers Loaded,Progreso,2000,3593
Truck Containers Loaded,Presidio,2000,5813
Truck Containers Loaded,Otay Mesa,2000,370707
Truck Containers Loaded,Nogales,2000,191381
Truck Containers Loaded,Naco,2000,3976
Truck Containers Loaded,Lukeville,2000,306
Truck Containers Loaded,Laredo,2000,757978
Truck Containers Loaded,Hidalgo,2000,199374
Truck Containers Loaded,El Paso,2000,361412
Truck Containers Loaded,Eagle Pass,2000,59909
Truck Containers Loaded,Douglas,2000,17428
Truck Containers Loaded,Del Rio,2000,39190
Truck Containers Loaded,Columbus,2000,3306
Truck Containers Loaded,Calexico East,2000,101195
Truck Containers Loaded,Calexico,2000,5350
Truck Containers Loaded,Brownsville,2000,131790
Truck Containers Loaded,Andrade,2000,867
Truck Containers Loaded,Tornillo,1999,0
Truck Containers Loaded,Tecate,1999,32902
Truck Containers Loaded,Sasabe,1999,891
Truck Containers Loaded,Santa Teresa,1999,20671
Truck Containers Loaded,San Ysidro,1999,0
Truck Containers Loaded,San Luis,1999,19744
Truck Containers Loaded,Roma,1999,10281
Truck Containers Loaded,Rio Grande City,1999,14627
Truck Containers Loaded,Progreso,1999,4657
Truck Containers Loaded,Presidio,1999,5012
Truck Containers Loaded,Otay Mesa,1999,316577
Truck Containers Loaded,Nogales,1999,200358
Truck Containers Loaded,Naco,1999,5886
Truck Containers Loaded,Lukeville,1999,451
Truck Containers Loaded,Laredo,1999,756045
Truck Containers Loaded,Hidalgo,1999,204995
Truck Containers Loaded,El Paso,1999,360982
Truck Containers Loaded,Eagle Pass,1999,57039
Truck Containers Loaded,Douglas,1999,14745
Truck Containers Loaded,Del Rio,1999,36649
Truck Containers Loaded,Columbus,1999,3836
Truck Containers Loaded,Calexico East,1999,103579
Truck Containers Loaded,Calexico,1999,0
Truck Containers Loaded,Brownsville,1999,138995
Truck Containers Loaded,Andrade,1999,894
Truck Containers Loaded,Tornillo,1998,0
Truck Containers Loaded,Tecate,1998,30146
Truck Containers Loaded,Sasabe,1998,610
Truck Containers Loaded,Santa Teresa,1998,20154
Truck Containers Loaded,San Ysidro,1998,0
Truck Containers Loaded,San Luis,1998,19750
Truck Containers Loaded,Roma,1998,8158
Truck Containers Loaded,Rio Grande City,1998,10413
Truck Containers Loaded,Progreso,1998,3708
Truck Containers Loaded,Presidio,1998,4020
Truck Containers Loaded,Otay Mesa,1998,318156
Truck Containers Loaded,Nogales,1998,187057
Truck Containers Loaded,Naco,1998,3902
Truck Containers Loaded,Lukeville,1998,291
Truck Containers Loaded,Laredo,1998,648147
Truck Containers Loaded,Hidalgo,1998,165838
Truck Containers Loaded,El Paso,1998,256236
Truck Containers Loaded,Eagle Pass,1998,51015
Truck Containers Loaded,Douglas,1998,14952
Truck Containers Loaded,Del Rio,1998,32000
Truck Containers Loaded,Columbus,1998,3339
Truck Containers Loaded,Calexico East,1998,91228
Truck Containers Loaded,Calexico,1998,0
Truck Containers Loaded,Brownsville,1998,121243
Truck Containers Loaded,Andrade,1998,1005
Truck Containers Loaded,Tornillo,1997,0
Truck Containers Loaded,Tecate,1997,28452
Truck Containers Loaded,Sasabe,1997,661
Truck Containers Loaded,Santa Teresa,1997,20902
Truck Containers Loaded,San Ysidro,1997,0
Truck Containers Loaded,San Luis,1997,19372
Truck Containers Loaded,Roma,1997,5775
Truck Containers Loaded,Rio Grande City,1997,10914
Truck Containers Loaded,Progreso,1997,7832
Truck Containers Loaded,Presidio,1997,3262
Truck Containers Loaded,Otay Mesa,1997,299436
Truck Containers Loaded,Nogales,1997,165801
Truck Containers Loaded,Naco,1997,2860
Truck Containers Loaded,Lukeville,1997,249
Truck Containers Loaded,Laredo,1997,477545
Truck Containers Loaded,Hidalgo,1997,114023
Truck Containers Loaded,El Paso,1997,297663
Truck Containers Loaded,Eagle Pass,1997,43161
Truck Containers Loaded,Douglas,1997,10186
